aggregateid,siteid,sitename,diatomdatasetid,waterchemdatasetid,aggregatedatasetname,aggregatedatasethandle
15,24533,Lake Oconomowoc,50407,43226,US EPA National Lake Assesment 2007,NLA-2007
15,24534,Lake of the Woods,50408,43227,US EPA National Lake Assesment 2007,NLA-2007
15,24535,Lake Okeechobee,50409,43228,US EPA National Lake Assesment 2007,NLA-2007
15,24536,Lake Ottawa,50410,43229,US EPA National Lake Assesment 2007,NLA-2007
15,24537,Lake Parker,50411,43230,US EPA National Lake Assesment 2007,NLA-2007
15,24538,Lake Sainte Kathryn,50412,43231,US EPA National Lake Assesment 2007,NLA-2007
15,24539,Lake Sammamish,50413,43232,US EPA National Lake Assesment 2007,NLA-2007
15,24540,Lake Seminole,50414,43233,US EPA National Lake Assesment 2007,NLA-2007
15,24541,Lake Tarpon,50415,43234,US EPA National Lake Assesment 2007,NLA-2007
15,24542,Lake Thonotosass,50416,43235,US EPA National Lake Assesment 2007,NLA-2007
15,24331,Lake Tranquility,50417,43236,US EPA National Lake Assesment 2007,NLA-2007
15,24543,Lake Victoria,50418,43237,US EPA National Lake Assesment 2007,NLA-2007
15,24544,Lake View Lake,50419,43238,US EPA National Lake Assesment 2007,NLA-2007
15,24545,Lake Waramaug,50420,43239,US EPA National Lake Assesment 2007,NLA-2007
15,24546,Lake Winnebago,51439,43240,US EPA National Lake Assesment 2007,NLA-2007
15,14288,Lake Wood,51440,43241,US EPA National Lake Assesment 2007,NLA-2007
15,24547,Lake Woodruff,51441,43242,US EPA National Lake Assesment 2007,NLA-2007
15,24548,Lake Yale,51442,43243,US EPA National Lake Assesment 2007,NLA-2007
15,24549,Lake Zoar,51443,43244,US EPA National Lake Assesment 2007,NLA-2007
15,1564,Lamb Lake,51444,43245,US EPA National Lake Assesment 2007,NLA-2007
15,24550,Lamoille Lake,51445,43246,US EPA National Lake Assesment 2007,NLA-2007
15,24551,Laurel Lake,51446,43247,US EPA National Lake Assesment 2007,NLA-2007
15,24552,Lawne Lake,51447,43248,US EPA National Lake Assesment 2007,NLA-2007
15,24553,Lewis Lake,51448,43249,US EPA National Lake Assesment 2007,NLA-2007
15,24554,Lewis Lake (Pi.),51449,43250,US EPA National Lake Assesment 2007,NLA-2007
15,24555,Likes Lake,51450,43251,US EPA National Lake Assesment 2007,NLA-2007
15,24556,Little Bear Lake,51451,43252,US EPA National Lake Assesment 2007,NLA-2007
15,24294,Little Big Wood Pond,51452,43253,US EPA National Lake Assesment 2007,NLA-2007
15,24557,Little Clear Lake,51453,43254,US EPA National Lake Assesment 2007,NLA-2007
15,24558,Little Elkhart Lake,51454,43255,US EPA National Lake Assesment 2007,NLA-2007
15,24319,Little Greenough Pond,51455,43256,US EPA National Lake Assesment 2007,NLA-2007
15,24559,Little Otter,51456,43257,US EPA National Lake Assesment 2007,NLA-2007
15,24560,Little Simer Pond,51457,43258,US EPA National Lake Assesment 2007,NLA-2007
15,13768,Little Wall Lake,51458,43259,US EPA National Lake Assesment 2007,NLA-2007
15,24561,Long Lake,51459,43260,US EPA National Lake Assesment 2007,NLA-2007
15,24562,Long Lake(Wr.),51460,43261,US EPA National Lake Assesment 2007,NLA-2007
15,24563,Long Lake (La.),51461,43262,US EPA National Lake Assesment 2007,NLA-2007
15,24564,Long Lake(Ca.),51462,43263,US EPA National Lake Assesment 2007,NLA-2007
15,24565,Long Lake (Ha.),51463,43264,US EPA National Lake Assesment 2007,NLA-2007
15,24566,Long Lake (Ar.),51464,43265,US EPA National Lake Assesment 2007,NLA-2007
15,24567,Long Lake (Main Bay),51465,43266,US EPA National Lake Assesment 2007,NLA-2007
15,24568,Long Lake2,51466,43267,US EPA National Lake Assesment 2007,NLA-2007
15,24569,Long Pond,51467,43268,US EPA National Lake Assesment 2007,NLA-2007
15,24570,Long Pond (Hi.),51468,43269,US EPA National Lake Assesment 2007,NLA-2007
15,24571,Long Pond (Fr.),51469,43270,US EPA National Lake Assesment 2007,NLA-2007
15,24572,Long Pond (Ba.),51470,43271,US EPA National Lake Assesment 2007,NLA-2007
15,24573,Lookout Lake,51471,43272,US EPA National Lake Assesment 2007,NLA-2007
15,24574,Loon Lake,51472,43273,US EPA National Lake Assesment 2007,NLA-2007
15,24575,Lost Lake,51473,43274,US EPA National Lake Assesment 2007,NLA-2007
15,24576,Lotto Lake,51474,43275,US EPA National Lake Assesment 2007,NLA-2007
15,24577,Lower Middle Branch,51475,43276,US EPA National Lake Assesment 2007,NLA-2007
15,24578,Lower Thompson Lake,51476,43277,US EPA National Lake Assesment 2007,NLA-2007
15,24579,Lower Twin Lake,51477,43278,US EPA National Lake Assesment 2007,NLA-2007
15,24580,Lowes Lake,51478,43279,US EPA National Lake Assesment 2007,NLA-2007
15,24581,Lums Pond,51479,43280,US EPA National Lake Assesment 2007,NLA-2007
15,24582,Lynn Lake,51480,43281,US EPA National Lake Assesment 2007,NLA-2007
15,24583,Maidstone Lake,51481,43282,US EPA National Lake Assesment 2007,NLA-2007
15,24584,Mann Lake,51482,43283,US EPA National Lake Assesment 2007,NLA-2007
15,24585,Marl Lake,51483,43284,US EPA National Lake Assesment 2007,NLA-2007
15,24586,Marlette Lake,51484,43285,US EPA National Lake Assesment 2007,NLA-2007
15,24587,Martin Lake,51485,43286,US EPA National Lake Assesment 2007,NLA-2007
15,24588,Mary Lake,51486,43287,US EPA National Lake Assesment 2007,NLA-2007
15,24589,Mayo Lake,51487,43288,US EPA National Lake Assesment 2007,NLA-2007
15,24590,McClellan Lake,51488,43289,US EPA National Lake Assesment 2007,NLA-2007
15,24593,McColley Pond,51489,43302,US EPA National Lake Assesment 2007,NLA-2007
15,24594,McDonald,51490,43303,US EPA National Lake Assesment 2007,NLA-2007
15,24595,McKeel Lake,51491,43304,US EPA National Lake Assesment 2007,NLA-2007
15,24596,McLeod Lake,51492,43305,US EPA National Lake Assesment 2007,NLA-2007
15,24597,Medical Lake,51493,43306,US EPA National Lake Assesment 2007,NLA-2007
15,24598,Messick Lake,51494,43307,US EPA National Lake Assesment 2007,NLA-2007
15,24599,Middle Chain Pond,51495,43308,US EPA National Lake Assesment 2007,NLA-2007
15,24600,Midget Lake,51496,43309,US EPA National Lake Assesment 2007,NLA-2007
15,24355,Miles Pond,51497,43310,US EPA National Lake Assesment 2007,NLA-2007
15,24601,Mill Lake,51498,43311,US EPA National Lake Assesment 2007,NLA-2007
15,24602,Miller Antrim Lake,51499,43312,US EPA National Lake Assesment 2007,NLA-2007
15,24603,Mims Lake,51500,43313,US EPA National Lake Assesment 2007,NLA-2007
15,24604,Minnow Lake,51501,43314,US EPA National Lake Assesment 2007,NLA-2007
15,23384,Mirror Lake,51502,43315,US EPA National Lake Assesment 2007,NLA-2007
15,24605,Moon Lake,51503,43316,US EPA National Lake Assesment 2007,NLA-2007
15,24606,Morris Reservoir,51504,43317,US EPA National Lake Assesment 2007,NLA-2007
15,24607,Moses Lake,51505,43318,US EPA National Lake Assesment 2007,NLA-2007
15,24608,Mother Lake,51506,43319,US EPA National Lake Assesment 2007,NLA-2007
15,24609,Mountain Lake,51507,43320,US EPA National Lake Assesment 2007,NLA-2007
15,24610,Mud Lake,51508,43321,US EPA National Lake Assesment 2007,NLA-2007
15,24611,Mud Lake (Mc),51509,43322,US EPA National Lake Assesment 2007,NLA-2007
15,10034,Mud Lake (Ho),51510,43323,US EPA National Lake Assesment 2007,NLA-2007
15,24612,Muskegon Lake,51511,43324,US EPA National Lake Assesment 2007,NLA-2007
15,24613,Musquash,51512,43325,US EPA National Lake Assesment 2007,NLA-2007
15,24614,Mutske,51513,43326,US EPA National Lake Assesment 2007,NLA-2007
15,24615,Navajo Lake,51514,43327,US EPA National Lake Assesment 2007,NLA-2007
15,10273,Nesbitt Lake,51515,43328,US EPA National Lake Assesment 2007,NLA-2007
15,24616,Nest Lake,51516,43329,US EPA National Lake Assesment 2007,NLA-2007
15,24617,Nolen Blue Hole,51517,43330,US EPA National Lake Assesment 2007,NLA-2007
15,24618,North Ash Lake,51518,43331,US EPA National Lake Assesment 2007,NLA-2007
15,24619,North Eagle,51519,43332,US EPA National Lake Assesment 2007,NLA-2007
15,24620,North Fork Lake,51520,43333,US EPA National Lake Assesment 2007,NLA-2007
15,24621,North Mayfield,51521,43334,US EPA National Lake Assesment 2007,NLA-2007
15,24622,North Turn Lake,51522,43335,US EPA National Lake Assesment 2007,NLA-2007
15,24623,North Twin Lake,51523,43336,US EPA National Lake Assesment 2007,NLA-2007
15,24624,Norton Reservoir,51524,43337,US EPA National Lake Assesment 2007,NLA-2007
15,24625,Norway Lake,51525,43338,US EPA National Lake Assesment 2007,NLA-2007
15,24626,Noxontown Pond,51526,43339,US EPA National Lake Assesment 2007,NLA-2007
15,24627,Nutleg East,51527,43340,US EPA National Lake Assesment 2007,NLA-2007
15,24628,Okamanpeedan,51528,43341,US EPA National Lake Assesment 2007,NLA-2007
15,24629,Olin Lake,51529,43342,US EPA National Lake Assesment 2007,NLA-2007
15,24630,Oneida Lake,51530,43343,US EPA National Lake Assesment 2007,NLA-2007
15,24631,Otter Lake,51531,43344,US EPA National Lake Assesment 2007,NLA-2007
15,24632,Ozette Lake,51532,43345,US EPA National Lake Assesment 2007,NLA-2007
15,24633,Pachaug Pond,51533,43346,US EPA National Lake Assesment 2007,NLA-2007
15,24634,Palestine Lake (Ko.),51534,43347,US EPA National Lake Assesment 2007,NLA-2007
15,24635,Palestine Lake (Un.),51535,43348,US EPA National Lake Assesment 2007,NLA-2007
15,24636,Palmer Lake,51536,43349,US EPA National Lake Assesment 2007,NLA-2007
15,24637,Payette Lake,51537,43350,US EPA National Lake Assesment 2007,NLA-2007
15,24293,Peaked Mountian Pond,51538,43351,US EPA National Lake Assesment 2007,NLA-2007
15,24638,Pebble Lake,51539,43352,US EPA National Lake Assesment 2007,NLA-2007
15,24639,Pelican Lake,51540,43353,US EPA National Lake Assesment 2007,NLA-2007
15,24640,Pelican Lake (Cr),51541,43354,US EPA National Lake Assesment 2007,NLA-2007
15,24641,Pere Marquette Lake,51542,43355,US EPA National Lake Assesment 2007,NLA-2007
15,24642,Perkins Lake,51543,43356,US EPA National Lake Assesment 2007,NLA-2007
15,24643,Phelps Lake,51544,43357,US EPA National Lake Assesment 2007,NLA-2007
15,24644,Pickerel,51545,43358,US EPA National Lake Assesment 2007,NLA-2007
15,24645,Pine Lake,51546,43359,US EPA National Lake Assesment 2007,NLA-2007
15,24646,Pine Lake (Ke),51547,43360,US EPA National Lake Assesment 2007,NLA-2007
15,24647,Pine Mountian Lake,51548,43361,US EPA National Lake Assesment 2007,NLA-2007
15,24648,Plainfield Pond,51549,43362,US EPA National Lake Assesment 2007,NLA-2007
15,24649,Pleasant Lake,51550,43363,US EPA National Lake Assesment 2007,NLA-2007
15,24650,Pleasant Lake (Ox),51551,43364,US EPA National Lake Assesment 2007,NLA-2007
15,24651,Plum Lake,51552,43365,US EPA National Lake Assesment 2007,NLA-2007
15,24652,Price Lake,51553,43366,US EPA National Lake Assesment 2007,NLA-2007
15,24653,Pushineer Pond,51554,43367,US EPA National Lake Assesment 2007,NLA-2007
15,24654,Rat Lake,51555,43368,US EPA National Lake Assesment 2007,NLA-2007
15,24655,Rath Lake,51556,43369,US EPA National Lake Assesment 2007,NLA-2007
15,24656,Records Pond,51557,43370,US EPA National Lake Assesment 2007,NLA-2007
15,24657,Red Deer Lake,51558,43371,US EPA National Lake Assesment 2007,NLA-2007
15,24658,Red Mill Pond,51559,43372,US EPA National Lake Assesment 2007,NLA-2007
15,24659,Red Rock,51560,43373,US EPA National Lake Assesment 2007,NLA-2007
15,24660,Red Rock Lake,51561,43374,US EPA National Lake Assesment 2007,NLA-2007
15,24661,Reedy Lake,51562,43375,US EPA National Lake Assesment 2007,NLA-2007
15,24662,Rehfeldt Slough,51563,43376,US EPA National Lake Assesment 2007,NLA-2007
15,24663,Rice Lake,51564,43377,US EPA National Lake Assesment 2007,NLA-2007
15,24664,Richey Lake,51565,43378,US EPA National Lake Assesment 2007,NLA-2007
15,24282,Riga Lake,51566,43379,US EPA National Lake Assesment 2007,NLA-2007
15,24465,Robinson Lake,51567,43380,US EPA National Lake Assesment 2007,NLA-2007
15,24466,Rock Lake,51568,43381,US EPA National Lake Assesment 2007,NLA-2007
15,24467,Roderique Pond,51569,43382,US EPA National Lake Assesment 2007,NLA-2007
15,24468,Roseland Lake,51570,43383,US EPA National Lake Assesment 2007,NLA-2007
15,24469,Round Lake,51571,43384,US EPA National Lake Assesment 2007,NLA-2007
15,24470,Round Lake (Po),51572,43385,US EPA National Lake Assesment 2007,NLA-2007
15,24471,Round Lake (Va),51573,43386,US EPA National Lake Assesment 2007,NLA-2007
15,24472,Round Lake (Ot),51574,43387,US EPA National Lake Assesment 2007,NLA-2007
15,24473,Round Lake (Bo),51575,43388,US EPA National Lake Assesment 2007,NLA-2007
15,24474,Round Lake (St),51576,43389,US EPA National Lake Assesment 2007,NLA-2007
15,24475,Round Lake (Wh),51577,43390,US EPA National Lake Assesment 2007,NLA-2007
15,24476,Round Valley Reservoir,51578,43391,US EPA National Lake Assesment 2007,NLA-2007
15,11767,Roundup Lake,51579,43392,US EPA National Lake Assesment 2007,NLA-2007
15,24677,Rush Lake,51580,43393,US EPA National Lake Assesment 2007,NLA-2007
15,24678,Sacheen Lake,51581,43394,US EPA National Lake Assesment 2007,NLA-2007
15,24679,Saddle Lake,51582,43395,US EPA National Lake Assesment 2007,NLA-2007
15,24680,Salmon Lake,51583,43396,US EPA National Lake Assesment 2007,NLA-2007
15,11631,Sarah Lake,51584,43397,US EPA National Lake Assesment 2007,NLA-2007
15,24681,Schnur Lake,51585,43398,US EPA National Lake Assesment 2007,NLA-2007
15,24682,School House Pond,51586,43399,US EPA National Lake Assesment 2007,NLA-2007
15,24683,Sebasticook Lake,51587,43400,US EPA National Lake Assesment 2007,NLA-2007
15,24684,Sheeler Lake,51588,43401,US EPA National Lake Assesment 2007,NLA-2007
15,24685,Shell Lake,51589,43402,US EPA National Lake Assesment 2007,NLA-2007
15,24686,Shepherd Lake,51590,43403,US EPA National Lake Assesment 2007,NLA-2007
15,24687,Silver Lake Dover,51591,43404,US EPA National Lake Assesment 2007,NLA-2007
15,24688,Singleton Pond,51592,43405,US EPA National Lake Assesment 2007,NLA-2007
15,13061,Sip Pond,51593,43406,US EPA National Lake Assesment 2007,NLA-2007
15,24689,Skinner Lake,51594,43407,US EPA National Lake Assesment 2007,NLA-2007
15,24276,Slack Reservoir,51595,43408,US EPA National Lake Assesment 2007,NLA-2007
15,24690,Sloans Lake,51596,43409,US EPA National Lake Assesment 2007,NLA-2007
15,24345,Sly Pond,51597,43410,US EPA National Lake Assesment 2007,NLA-2007
15,24691,Smith and Sayles Reservoir,51598,43411,US EPA National Lake Assesment 2007,NLA-2007
15,24692,Smith Lake,51599,43412,US EPA National Lake Assesment 2007,NLA-2007
15,24693,Smith Lake (Ga),51600,43413,US EPA National Lake Assesment 2007,NLA-2007
15,24694,Snail Lake,51601,43414,US EPA National Lake Assesment 2007,NLA-2007
15,24695,Soper Pond,51602,43415,US EPA National Lake Assesment 2007,NLA-2007
15,24696,Sophie Lake,51603,43416,US EPA National Lake Assesment 2007,NLA-2007
15,24697,South Banner Lake,51604,43417,US EPA National Lake Assesment 2007,NLA-2007
15,24698,South Bay Lake Champlain,51605,43418,US EPA National Lake Assesment 2007,NLA-2007
15,24699,South Chain Lake,51606,43419,US EPA National Lake Assesment 2007,NLA-2007
15,24700,South Dry Wood Lake,51607,43420,US EPA National Lake Assesment 2007,NLA-2007
15,24701,South Lake,51608,43421,US EPA National Lake Assesment 2007,NLA-2007
15,24702,South Loon Lake,51609,43422,US EPA National Lake Assesment 2007,NLA-2007
15,24703,South Twin Lake,51610,43423,US EPA National Lake Assesment 2007,NLA-2007
15,24704,Sparks Lake,51611,43424,US EPA National Lake Assesment 2007,NLA-2007
15,1222,Spiritwood Lake,51612,43425,US EPA National Lake Assesment 2007,NLA-2007
15,24705,Spring Lake,51613,43426,US EPA National Lake Assesment 2007,NLA-2007
15,24706,Spring Lake (Ru),51614,43427,US EPA National Lake Assesment 2007,NLA-2007
15,24707,Spring Lake (Ca),51615,43428,US EPA National Lake Assesment 2007,NLA-2007
15,24708,Spring Lake (Ka),51616,43429,US EPA National Lake Assesment 2007,NLA-2007
15,24709,Spring Lake (Ha),51617,43430,US EPA National Lake Assesment 2007,NLA-2007
15,24710,Sprinq Lake,51618,43431,US EPA National Lake Assesment 2007,NLA-2007
15,24711,Squaw Lake,51619,43432,US EPA National Lake Assesment 2007,NLA-2007
15,24712,Squaw Lakes,51620,43433,US EPA National Lake Assesment 2007,NLA-2007
15,24713,Starlight Lake,51621,43434,US EPA National Lake Assesment 2007,NLA-2007
15,24714,Steverson Lake,51622,43435,US EPA National Lake Assesment 2007,NLA-2007
15,24715,Stoner Lake,51623,43436,US EPA National Lake Assesment 2007,NLA-2007
15,24716,Straight Lake,51624,43437,US EPA National Lake Assesment 2007,NLA-2007
15,24717,Strakis Lake,51625,43438,US EPA National Lake Assesment 2007,NLA-2007
15,24718,Strawberry Lake,51626,43439,US EPA National Lake Assesment 2007,NLA-2007
15,24719,Stump Pond,51627,43440,US EPA National Lake Assesment 2007,NLA-2007
15,24720,Sullivan Lake,51628,43440,US EPA National Lake Assesment 2007,NLA-2007
15,24721,Swamp,51629,43441,US EPA National Lake Assesment 2007,NLA-2007
15,24722,Swan Lake,51630,43442,US EPA National Lake Assesment 2007,NLA-2007
15,24723,Swan Lake (Di),51631,43443,US EPA National Lake Assesment 2007,NLA-2007
15,24724,Sy Lake,51632,43444,US EPA National Lake Assesment 2007,NLA-2007
15,24725,Tallman Lake,51633,43445,US EPA National Lake Assesment 2007,NLA-2007
15,24726,Tamarack Lake,51634,43446,US EPA National Lake Assesment 2007,NLA-2007
15,24727,Thornapple Lake,51635,43447,US EPA National Lake Assesment 2007,NLA-2007
15,27895,Thornburg Lake,51636,43448,US EPA National Lake Assesment 2007,NLA-2007
15,24728,Tichigan Lake,51637,43449,US EPA National Lake Assesment 2007,NLA-2007
15,24729,Tilden Pond,51638,43450,US EPA National Lake Assesment 2007,NLA-2007
15,24730,Tims Lake,51639,43451,US EPA National Lake Assesment 2007,NLA-2007
15,24731,Tioga Dam,51640,43452,US EPA National Lake Assesment 2007,NLA-2007
15,24732,Tippecanoe Lake,51641,43453,US EPA National Lake Assesment 2007,NLA-2007
15,24733,Tomhegan Pond,51642,43454,US EPA National Lake Assesment 2007,NLA-2007
15,24734,Topaz Lake,51643,43455,US EPA National Lake Assesment 2007,NLA-2007
15,24735,Torrey Lake,51644,43456,US EPA National Lake Assesment 2007,NLA-2007
15,24736,Trail Lake,51645,43457,US EPA National Lake Assesment 2007,NLA-2007
15,24737,Trappers Lake,51646,43458,US EPA National Lake Assesment 2007,NLA-2007
15,24738,Trout Lake,51647,43459,US EPA National Lake Assesment 2007,NLA-2007
15,24739,Trout Pond,51648,43460,US EPA National Lake Assesment 2007,NLA-2007
15,24740,Turtlefoot Lake,51649,43461,US EPA National Lake Assesment 2007,NLA-2007
15,24741,Turtlehead Pond,51650,43462,US EPA National Lake Assesment 2007,NLA-2007
15,24742,Twin Lakes,51651,43463,US EPA National Lake Assesment 2007,NLA-2007
15,9716,Twin Lakes (Be),51652,43464,US EPA National Lake Assesment 2007,NLA-2007
15,24743,U Lake,51653,43465,US EPA National Lake Assesment 2007,NLA-2007
15,24744,Union Pond,51654,43466,US EPA National Lake Assesment 2007,NLA-2007
15,24745,Union Reservoir,51655,43467,US EPA National Lake Assesment 2007,NLA-2007
15,24746,Unknown,51656,43468,US EPA National Lake Assesment 2007,NLA-2007
15,24747,Unnamed Lake,51657,43469,US EPA National Lake Assesment 2007,NLA-2007
15,24748,Unnamed Lake (Sh),51658,43470,US EPA National Lake Assesment 2007,NLA-2007
15,24749,Unnamed Lake (St),51659,43471,US EPA National Lake Assesment 2007,NLA-2007
15,24318,Upper Dan Forth Ponds,51660,43472,US EPA National Lake Assesment 2007,NLA-2007
15,24750,Upper Dinwoody Lake,51661,43473,US EPA National Lake Assesment 2007,NLA-2007
15,24751,Upper Hatch,51662,43474,US EPA National Lake Assesment 2007,NLA-2007
15,13840,Upper Pahranagat Lake,51663,43475,US EPA National Lake Assesment 2007,NLA-2007
15,24752,Upper Pond,51664,43476,US EPA National Lake Assesment 2007,NLA-2007
15,24753,Upper Sakatah Lake,51665,43477,US EPA National Lake Assesment 2007,NLA-2007
15,24754,Upper Scott,51666,43478,US EPA National Lake Assesment 2007,NLA-2007
15,24755,Van Patten Lake,51667,43479,US EPA National Lake Assesment 2007,NLA-2007
15,24756,Vesper Lake,51668,43480,US EPA National Lake Assesment 2007,NLA-2007
15,24757,Voydatch Pond,51669,43481,US EPA National Lake Assesment 2007,NLA-2007
